"id_reac","smiles","description","solvent","catalyst","temperature"
"US0398574010","CC(O[CH2:5][C:6]1[CH2:15][S:14][C@@H:9]2[C@H:10]([NH2:13])[C:11](=[O:12])[N:8]2[C:7]=1[C:16]([OH:18])=[O:17])=O.[C:19](=[O:22])(O)[O-].[Na+].P([O-])([O-])([O-])=O.[CH3:29][C:30]1[S:31][CH:32]=[CH:33][N:34]=1.[K+].[S:36]1C=C(C([O-])=O)C=C1.P(=O)(O)(O)O>>[NH2:13][CH:10]1[C:11](=[O:12])[N:8]2[C:7]([C:16]([OH:18])=[O:17])=[C:6]([CH2:5][S:36][C:19]([C:33]3[N:34]=[C:30]([CH3:29])[S:31][CH:32]=3)=[O:22])[CH2:15][S:14][C@H:9]12 |f:1.2,4.5.6|","To a stirred suspension of 6.8 g. (0.025 mole) of 7-aminocephalosporanic acid and 2.1g. (0.025 mole) of sodium bicarbonate in 150 ml. of aqueous phosphate buffer (pH 6.4) was added 4.92 g. (0.025 mole) of 2-methylthiazole-4-thiolcarboxylic acid potassium salt. The mixture was stirred in a nitrogen atmosphere and heated to 50°. The pH was adjusted from 7.0 to 6.5 with 42% phosphoric acid. A tan solid started to precipitate. After 5 hours at 50° the reaction mixture was cooled to 20°. The solid was collected by filtration, washed with water, acetone and ether and dried in vacuo over phosphorous pentoxide to provide 4.5 g. of a tan solid. Yield = 48%. NMR spectrum was consistent with structure.","C(C)(=O)OCC","",""
"US039858831","[Mg].II.[CH:4]1[CH:9]=[CH:8][C:7]([O:10][C:11]2[CH:16]=[CH:15][C:14](Br)=[CH:13][CH:12]=2)=[CH:6][CH:5]=1.[CH3:18][C:19]([CH3:24])([CH3:23])[C:20](Cl)=[O:21].Cl>O1CCCC1>[O:10]([C:11]1[CH:16]=[CH:15][C:14]([C:20](=[O:21])[C:19]([CH3:24])([CH3:23])[CH3:18])=[CH:13][CH:12]=1)[C:7]1[CH:8]=[CH:9][CH:4]=[CH:5][CH:6]=1","To a flask containing 33.6 g. of magnesium and a few crystals of iodine, is added 50 to 70 ml. of a solution of 300 g. of 4-bromodiphenyl ether in 500 ml. of absolute tetrahydrofuran. The remainder of the solution is added as needed to maintain a gentle reflux and the resulting mixture heated to reflux for 30 minutes. The resulting mixture is then added to a solution of trimethylacetyl chloride in 500 ml. of absolute tetrahydrofuran at a rate so as to maintain a temperature of from 40° to 50° C. The resulting mixture is then stirred at ambient temperature for 1 hour. 200 ml. of 2N. hydrochloric acid is then added. The organic layer is washed twice with 1 liter of 2N. sodium carbonate solution, dried and evaporated in vacuo to a liquid. The liquid thus obtained is distilled under reduced pressure to obtain p-phenoxypivalophenone, b.p. 136°-139° C. at 0.1 mm/Hg.","O1CCCC1","",""
"US039858801","[NH2:1][C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[CH:9][C:10]=2[NH2:12])[CH:5]=[CH:4][CH:3]=1.[C:13](O)(=O)[CH:14]([CH3:16])[OH:15]>Cl>[CH3:13][CH:14]([C:16]1[NH:1][C:2]2[CH:3]=[CH:4][CH:5]=[C:6]3[C:11]=2[C:10]([N:12]=1)=[CH:9][CH:8]=[CH:7]3)[OH:15]","A mixture of 32 g (0.2 mole) of 1,8-diaminonaphthalene and 32 g (0.3 mole) of 85% lactic acid in 400 ml of 4N hydrochloric acid is refluxed for 18 hr. The separated solid is filtered and converted to the free base by treatment with dilute ammonia for 2 hr. The new solid is filtered and recrystallized twice from 95% ethanol to give the product, α-methyl-2-perimidinemethanol, as yellow crystals, m.p. 205°-206° dec.","Cl","",""
"US039858802","[NH2:1][C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[CH:9][C:10]=2[NH2:12])[CH:5]=[CH:4][CH:3]=1.[OH:13][C:14]([CH3:20])([CH2:18][CH3:19])[C:15](O)=O.C(O)C.CCOCC.[ClH:29]>>[ClH:29].[CH2:18]([C:14]([CH3:20])([C:15]1[NH:1][C:2]2[CH:3]=[CH:4][CH:5]=[C:6]3[C:11]=2[C:10]([N:12]=1)=[CH:9][CH:8]=[CH:7]3)[OH:13])[CH3:19] |f:5.6|","1,8-Diaminonaphthalene (44.5 g, 0.282 mole) is suspended in 400 ml of 4N hydrochloric acid. To this suspension is added 2-hydroxy-2-methyl butyric acid (50 g, 0.423 mole) and the whole is stirred and heated under reflux for 96 hours. Then the reaction mixture is allowed to cool and is filtered, yielding a gray-green solid. The solid is heated and stirred with 1 liter of refluxing ethanol, and is filtered while hot to remove unreacted starting materials. The filtrate is concentrated to dryness and the resulting solid is treated with 500 ml of boiling ethanol. After the insoluble material is removed by filtration, the filtrate was treated with charcoal, yielding a yellow solution. Addition of ether, plus cooling, yields a yellow-brown solid. Recrystallization from ethanol (charcoal) yields the desired product, α-ethyl-α-methyl-2-perimidinemethanol, hydrochloride, m.p. 266°-268° dec.).","Cl","",""
"US039858803","[NH:1]1[C:12]2=[C:13]3[C:8](=[CH:9][CH:10]=[CH:11]2)[CH:7]=[CH:6][CH:5]=[C:4]3[N:3]=C1CO.[H-].[Na+].[H][H].Cl[C:21]([O:23][CH2:24][CH3:25])=O.C(COC)[O:27]C>O>[CH:11]1[C:12]2=[C:13]3[C:8](=[CH:7][CH:6]=[CH:5][C:4]3=[N:3][C:25]3[N:1]2[CH2:21][O:23][CH:24]=3)[C:9](=[O:27])[CH:10]=1 |f:1.2|","Equivalent quantities of 2-perimidinemethanol and sodium hydride are heated for 1/2 hour in dimethoxyethane. After the evolution of hydrogen has stopped, ethyl chloroformate is added to the solution, and the resulting mixture is stirred for 3 hours, poured into water and the separated solid collected and recrystallized twice from dimethoxyethane to give the desired product, 1H, 3H-oxazolo[3,4-a]perimidine-3-one, m.p. 194°-195°.","O","",""
"US039858804","[CH:1]1[C:12]2=[C:13]3[C:4](=[CH:5][CH:6]=[CH:7][C:8]3=[N:9][C:10]3[N:11]2CO[CH:16]=3)[C:3](=O)[CH:2]=1.N.[ClH:19].[C:20](=[O:37])([O:22]CC1NC2C=CC=C3C=2C(N=1)=CC=C3)[NH2:21]>C(COC)OC>[ClH:19].[NH:11]1[C:12]2=[C:13]3[C:4](=[CH:3][CH:2]=[CH:1]2)[CH:5]=[CH:6][CH:7]=[C:8]3[N:9]=[C:10]1[CH2:16][NH:21][C:20](=[O:22])[OH:37] |f:2.3,5.6|","A sample of 1H, 3H-oxazolo[3,4-a]perimidine-3-one is dissolved in dimethoxyethane and is treated with excess conc. ammonia. The separated solid, (2-perimidyl)methyl carbamate, is filtered, dissolved in ethanol and treated with hydrochloric acid to give the acid addition salt, (2-perimidyl)methyl carbamate hydrochloride, m.p. 240° (dec.).","C(OC)COC","",""
"US039858805","[CH:1]1[C:12]2=[C:13]3[C:4](=[CH:5][CH:6]=[CH:7][C:8]3=[N:9][C:10]3[N:11]2[CH2:14][O:15][CH:16]=3)[CH2:3][CH:2]=1.[CH3:17][NH:18][CH3:19].C(COC)[O:21]C>>[CH3:17][N:18]([CH3:19])[C:14](=[O:21])[O:15][CH2:16][C:10]1[NH:9][C:8]2[CH:7]=[CH:6][CH:5]=[C:4]3[C:13]=2[C:12]([N:11]=1)=[CH:1][CH:2]=[CH:3]3","A 10 g (0.44 mole) sample of 1H, 3H-oxazolo[3,4-a]perimidine, 3-one is dissolved in glyme at 30°, and the resulting solution is treated with excess 40% aqueous dimethylamine for 10 min. The mixture is then concentrated, dissolved in CHCl3, washed with water and dried. Further concentration gives an oil which is crystallized from ethyl acetate-cylcohexane and is then recrystallized from the same solvents twice to give the desired product, (2-perimidyl)methyl N,N-dimethylcarbamate, as yellow crystals, m.p. 161°-162° C.","C(OC)COC","",""
"US039858806","[NH:1]1[C:12]2=[C:13]3[C:8](=[CH:9][CH:10]=[CH:11]2)[CH:7]=[CH:6][CH:5]=[C:4]3[N:3]=[C:2]1[CH2:14][OH:15].[C:16](O[C:16](=[O:23])[C:17]1[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=1)(=[O:23])[C:17]1[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=1.N>C(Cl)(Cl)Cl.O>[C:16]([O:15][CH2:14][C:2]1[NH:3][C:4]2[CH:5]=[CH:6][CH:7]=[C:8]3[C:13]=2[C:12]([N:1]=1)=[CH:11][CH:10]=[CH:9]3)(=[O:23])[C:17]1[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=1 |f:3.4|","2-Perimidinemethanol (10 g, .05 mole) and benzoic anhydride (12 g, 0.053 mole) are mixed, then melted and heated on a steam bath for 5 min. A yellow solid results which is taken up in chloroform-water and is treated with ammonia. The separated solid is filtered off and the chloroform layer is dried and concentrated to give a yellow solid. These solids are combined and are recrystallized from ethyl acetate to give the desired product, (2-perimidyl)methyl benzoate, as yellow crystals, m.p. 164°-165°.","C(Cl)(Cl)Cl.O","",""
"US039858852","[NH2:1][C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][C:3]=1[SH:8].[C:9](O)(=O)[C:10]1[CH:15]=[CH:14][CH:13]=[N:12][CH:11]=1>C(Cl)(Cl)Cl>[N:12]1[CH:13]=[CH:14][CH:15]=[C:10]([C:9]2[S:8][C:3]3[CH:4]=[CH:5][CH:6]=[CH:7][C:2]=3[N:1]=2)[CH:11]=1","o-Aminothiophenol 36.9 g (0.30 mole) and nicotinic acid 55.5 g (0.45 mole) are dissolved in 600 cc of chloroform and 360 g of polyphosphoric acid ethyl ester (PPE). The resulting solution is heated at reflux for 1 hour. It is then concentrated to dryness. The residue is poured onto 1500 cc of ice-water, and the resulting mixture is brought to pH 10 with 50% NaOH solution. The aqueous mixture is extracted with CHCl3, and the extracts dried (MgSO4), filtered, and concentrated in vacuo. The residue is recrystallized from acetonitrile to yield the title A compound (42.8 g, 68%, of theory).","C(Cl)(Cl)Cl","",""
"US039858853","[NH2:1][C:2]1[CH:7]=[C:6]([N+:8]([O-:10])=[O:9])[CH:5]=[CH:4][C:3]=1[SH:11].[C:12](O)(=O)[C:13]1[CH:18]=[CH:17][CH:16]=[N:15][CH:14]=1>C(Cl)(Cl)Cl>[N+:8]([C:6]1[CH:5]=[CH:4][C:3]2[S:11][C:12]([C:13]3[CH:14]=[N:15][CH:16]=[CH:17][CH:18]=3)=[N:1][C:2]=2[CH:7]=1)([O-:10])=[O:9]","2-Amino-4-nitrobenzenethiol,17 g, 0.10 mole, and nicotinic acid, 18.7 g, 0.15 mole, are heated 2 hours at reflux in 250 cc of CHCl3 containing 100 g of PPE. The solution is concentrated in vacuo, and the residue slurried in H2O. The pH is adjusted to 11 with 50% NaOH solution. The precipitate is filtered, washed with H2O and dried in vacuo to yield 11.2 g of tan solid m.p. 196°-198°, 44% of theory.","C(Cl)(Cl)Cl","",""
"US039858854","[N+:1]([C:4]1[CH:5]=[CH:6][C:7]2[S:11][C:10]([C:12]3[CH:13]=[N:14][CH:15]=[CH:16][CH:17]=3)=[N:9][C:8]=2[CH:18]=1)([O-])=O.Cl[Sn]Cl>Cl>[NH2:1][C:4]1[CH:5]=[CH:6][C:7]2[S:11][C:10]([C:12]3[CH:13]=[N:14][CH:15]=[CH:16][CH:17]=3)=[N:9][C:8]=2[CH:18]=1","5-Nitro-2-(3-pyridinyl)benzothiazole 11.2 g, 0.044 mole, is dissolved in 45 cc of concentrated HCl. SnCl2, 35 g, in 45 cc of concentrated HCl is added, and the resulting mixture heated for 1 hour on a steam bath. After cooling, the precipitate is filtered, washed in cold HCl and neutralized in cold NaOh solution. The amine is filtered, washed with H2O and dried to yield 8.0 g of product m.p. 189°-196°.","Cl","",""
"US039858855","[NH2:1][C:2]1[CH:3]=[CH:4][C:5]2[S:9][C:8]([C:10]3[CH:11]=[N:12][CH:13]=[CH:14][CH:15]=3)=[N:7][C:6]=2[CH:16]=1.C(N(CC)CC)C.[C:24](Cl)(Cl)=[S:25]>O1CCCC1>[N:1]([C:2]1[CH:3]=[CH:4][C:5]2[S:9][C:8]([C:10]3[CH:11]=[N:12][CH:13]=[CH:14][CH:15]=3)=[N:7][C:6]=2[CH:16]=1)=[C:24]=[S:25]","5-Amino-2-(3-pyridinyl)benzothiazole, 8.0 g, 0.035 M, is dissolved in 400 cc of tetrahydrofuran and 9.8 cc, 0.070 M, of triethylamine. Thiophosgene, 2.7 cc, 0.035 M is added, and the resulting mixture stirred overnight at ambient temperature. The solids which form are filtered and washed with tetrahydrofuran. The filtrate is concentrated to dryness and chromatographed on Alumina IV; elution with benzene yields 1.0 g of white solid which is recrystallized from acetonitrile to yield the title compound, 0.52 g, m.p. 160°-162° (12% of theory).","O1CCCC1","",""
"US039858856","[NH2:1][C:2]1[CH:7]=[CH:6][C:5]([O:8][CH3:9])=[CH:4][C:3]=1[SH:10].C(O)(=O)[C:12]1[CH:17]=[CH:16][CH:15]=[N:14][CH:13]=1.[CH:20](Cl)(Cl)Cl>>[CH3:9][O:8][C:5]1[CH:6]=[CH:7][C:2]2[N:1]=[C:20]([C:13]3[CH:12]=[CH:17][CH:16]=[CH:15][N:14]=3)[S:10][C:3]=2[CH:4]=1","A mixture of 2-amino-5-methoxy-benzenethiol, 25 g (0.16 mole) and nicotinic acid, 24.6 g (0.2 mole) is dissolved in 250 cc of CHCl3 containing 160 g of PPE. The mixture is refluxed overnight. The mixture is concentrated to dryness and the residue poured on ice and the pH of the solution is adjusted to 10 using 50% NaOH solution. The precipitate is filtered, washed with water and dried to yield 34.5 g of the title compound.","O1CCCC1","",""
"US039858857","[CH3:1][O:2][C:3]1[CH:17]=[CH:16][C:6]2[N:7]=[C:8]([C:10]3[CH:15]=[CH:14][CH:13]=[CH:12][N:11]=3)[S:9][C:5]=2[CH:4]=1.[N+:18]([O-])([OH:20])=[O:19].[OH-].[Na+]>OS(O)(=O)=O>[N+:18]([C:17]1[C:3]([O:2][CH3:1])=[CH:4][C:5]2[S:9][C:8]([C:10]3[CH:15]=[CH:14][CH:13]=[CH:12][N:11]=3)=[N:7][C:6]=2[CH:16]=1)([O-:20])=[O:19] |f:2.3|","6-Methoxy -2-(pyridinyl)benzothiazole, 30 g, (0.124 mole) is dissolved in 115 cc of concentrated H2SO4 and cooled to 0°. Nitric acid, 7.9 cc (0.124 mole) is added and the solution stirred for 2 hours at room temperature. The reaction mixture is poured on ice and the pH adjusted to 10 with 50% NaOH solution. The precipitate is filtered and dried to yield 11 g of product.","OS(=O)(=O)O","",""
"US039858858","[NH2:1][C:2]1[C:3]([O:17][CH3:18])=[CH:4][C:5]2[S:9][C:8]([C:10]3[CH:15]=[CH:14][CH:13]=CN=3)=[N:7][C:6]=2[CH:16]=1.O1CCCC1.[C:24](Cl)(Cl)=[S:25].[CH2:28]([N:30](CC)CC)C>>[N:1]([C:2]1[C:3]([O:17][CH3:18])=[CH:4][C:5]2[S:9][C:8]([C:10]3[CH:28]=[N:30][CH:13]=[CH:14][CH:15]=3)=[N:7][C:6]=2[CH:16]=1)=[C:24]=[S:25]","5-Amino-6-methoxy-2-(2-pyridinyl)benzothiazole, 8.3 g, 0.0325 mole, is dissolved in 400 cc of tetrahydrofuran containing 9.5 cc, 0.065 mole of triethylamine. Thiophosgene, 2.5 cc, 0.0325 mole, is added, and the resulting mixture stirred at ambient temperature for 4 hours. The precipitate which forms is filtered and washed with tetrahydrofuran. The filtrate is concentrated to dryness. The residue is adsorbed on a silica gel column and eluted with hexane-ethylacetate to yield 1.8 g of crude product. Recrystallization from MeCN/CHCl3 yields 1.2 g of the title product, m.p. 164°-166°.","OS(=O)(=O)O","",""
"US039858859","[NH2:1][C:2]1[CH:7]=[C:6]([N+:8]([O-:10])=[O:9])[CH:5]=[CH:4][C:3]=1[SH:11].[S:12]1[CH:16]=[CH:15][CH:14]=[C:13]1[C:17](O)=O>C(Cl)(Cl)Cl>[N+:8]([C:6]1[CH:5]=[CH:4][C:3]2[S:11][C:17]([C:13]3[S:12][CH:16]=[CH:15][CH:14]=3)=[N:1][C:2]=2[CH:7]=1)([O-:10])=[O:9]","2-Amino-4-nitrobenzenethiol, 9.6 g (0.054 mole) and thiophene-2-carboxylic acid, 10.0 g (0.075 mole) are added to a solution of 54 g of PPE in 130 cc CHCl3. The mixture is heated at reflux for 2 hours. It is then concentrated in vacuo and the residue poured over ice. The pH is adjusted to 10 with 50% NaOH solution, and the precipitate filtered and washed with H2O. Drying in vacuo yields 15 g of the title compound.","C(Cl)(Cl)Cl","",""
"US0398588510","[NH2:1][C:2]1[CH:3]=[CH:4][C:5]2[S:9][C:8]([C:10]3[S:11][CH:12]=[CH:13][CH:14]=3)=[N:7][C:6]=2[CH:15]=1.C(N(CC)CC)C.[C:23](Cl)(Cl)=[S:24]>O1CCCC1>[N:1]([C:2]1[CH:3]=[CH:4][C:5]2[S:9][C:8]([C:10]3[S:11][CH:12]=[CH:13][CH:14]=3)=[N:7][C:6]=2[CH:15]=1)=[C:23]=[S:24]","5-Amino-2-(2-thienyl)benzothiazole 7.0 g, 0.03 M is dissolved in 400 cc of tetrahydrofuran and 8.4 cc, 0.06 M, of triethylamine. Thiophosgene 2.3 cc, 0.03 M, is added, and the resulting mixture stirred at ambient temperature overnight. The solids which form are filtered, and washed with tetrahydrofuran. The filtrate is concentrated to dryness, and chromatographed on Alumina IV. The product is recrystallized from acetonitrile to yield 5.7 g of colorless needles, 70% of theory, m.p. 147°-149°.","O1CCCC1","",""
"US039858751","[Cl:1][C:2]1[CH:15]=[CH:14][C:5]([O:6][C:7]2[CH:12]=[CH:11][C:10]([OH:13])=[CH:9][CH:8]=2)=[CH:4][CH:3]=1.C(=O)([O-])[O-].[K+].[K+].Cl[CH2:23][C:24]([O:26][CH3:27])=[O:25]>C(C(C)=O)C>[Cl:1][C:2]1[CH:15]=[CH:14][C:5]([O:6][C:7]2[CH:12]=[CH:11][C:10]([O:13][CH2:23][C:24]([O:26][CH3:27])=[O:25])=[CH:9][CH:8]=2)=[CH:4][CH:3]=1 |f:1.2.3|","6.6 g (30 millimols) of 4-(4'-chlorophenoxy)phenol, 4.14 g (30 millimols) of potassium carbonate, 60 ml. of methyl ethyl ketone and 5.0 g (45 millimols) of methyl chloroacetate were treated in the same way as in Referential Example 2 to afford 8.1 g of oily methyl 4-(4'-chlorophenoxy)phenoxyacetate in a yield of 92%.","C(C)C(=O)C","",""
"US039858811","NCC1C2C(=CC=CC=2)CCN1CCCC(OCC)=O.[C:21]([NH:29][CH2:30][CH:31]1[C:40]2[C:35](=[CH:36][CH:37]=[CH:38][CH:39]=2)[CH2:34][CH2:33][N:32]1CCCl)(=O)[C:22]1[CH:27]=[CH:26][CH:25]=[CH:24][CH:23]=1.C(OCC)(=O)CC(OCC)=O.C(O[K])CCC>C(O)(C)(C)C>[NH2:32][CH2:33][CH:34]1[C:35]2[C:40](=[CH:39][CH:38]=[CH:37][CH:36]=2)[CH2:31][CH2:30][N:29]1[CH2:21][C:22]1[CH:27]=[CH:26][CH:25]=[CH:24][CH:23]=1","1-aminomethyl-2-(3-carbethoxypropyl)-1,2,3,4-tetrahydroisoquinoline [obtainable by reacting 1-benzamidomethyl-2-(2-chloroethyl)-1,2,3,4-tetrahydroisoquinoline with diethyl malonate in the presence of tert.--C4H9OK in tert.-butanol, saponifying, decarboxylation, and esterification]","C(C)(C)(C)O","",""
"US039858812","[NH2:1][CH2:2][CH:3]1[C:12]2[C:7](=[CH:8][CH:9]=[CH:10][CH:11]=2)[CH2:6][CH2:5][N:4]1[CH2:13][CH2:14][OH:15].[CH3:16][O:17][C:18]1[CH:19]=[C:20]([CH:24]=[C:25]([O:29][CH3:30])[C:26]=1[O:27][CH3:28])[C:21](Cl)=[O:22]>N1C=CC=CC=1>[CH3:30][O:29][C:25]1[CH:24]=[C:20]([CH:19]=[C:18]([O:17][CH3:16])[C:26]=1[O:27][CH3:28])[C:21]([NH:1][CH2:2][CH:3]1[C:12]2[C:7](=[CH:8][CH:9]=[CH:10][CH:11]=2)[CH2:6][CH2:5][N:4]1[CH2:13][CH2:14][OH:15])=[O:22]","A solution of 20.6 g. of 1-aminomethyl-2-(2-hydroxyethyl)-1,2,3,4-tetrahydroisoquinoline and 27.6 g. of 3,4,5-trimethoxybenzoyl chloride in 130 ml. of pyridine is left to stand overnight. The thus-precipitated 1-(3,4,5-trimethoxybenzamidomethyl)-2-[2-(3,4,5-trimethoxybenzoyloxy)-ethyl]-1,2,3,4-tetrahydroisoquinoline is filtered, washed with ether, and extracted with methanol; m.p. 236°-238°. The pyridine filtrate is evaporated, the residue is taken up in chloroform and washed several times with 5% potassium bicarbonate solution. After drying and evaporation, 1-(3,4,5-trimethoxybenzamidomethyl)-2-(2-hydroxyethyl)-1,2,3,4-tetrahydroisoquinoline is obtained in this way; m.p. 138°-140° (from ethyl acetate).","N1=CC=CC=C1","",""
"US039858814","[CH3:1][O:2][C:3]1[CH:4]=[C:5]([CH2:11][CH2:12]Cl)[CH:6]=[CH:7][C:8]=1[O:9][CH3:10].[CH3:14][O:15][C:16]1[CH:17]=[C:18]([CH:25]=[C:26]([O:30][CH3:31])[C:27]=1[O:28][CH3:29])[C:19]([NH:21][CH2:22][C:23]#[N:24])=[O:20].ClC1C=CC=CC=1Cl.[Sn](Cl)(Cl)(Cl)Cl>O=[Pt]=O.CO>[CH3:31][O:30][C:26]1[CH:25]=[C:18]([CH:17]=[C:16]([O:15][CH3:14])[C:27]=1[O:28][CH3:29])[C:19]([NH:21][CH2:22][CH:23]1[C:6]2[C:5](=[CH:4][C:3]([O:2][CH3:1])=[C:8]([O:9][CH3:10])[CH:7]=2)[CH2:11][CH2:12][NH:24]1)=[O:20]","A mixture of 2.0 g. of 1-(3,4-dimethoxyphenyl)-2-chloroethane and 2.5 g of 3,4,5-trimethoxybenzamidoacetonitrile (obtainable from aminoacetonitrile and 3,4,5-trimethoxybenzoyl chloride) is allowed to stand overnight at 20° in 100 ml. of o-dichlorobenzene and with 2.6 g. of tin tetrachloride; the mixture is thereafter heated for 3 hours to 110°. The solution is concentrated by evaporation, and the residue is shaken with chloroform and sodium hydroxide solution. The chloroform solution is evaporated, and the thus-obtained crude 1-(3,4,5-trimethoxybenzamidomethyl)-6,7-dimethoxy-3,4-dihydroisoquinoline is dissolved in 30 ml. of methanol and hydrogenated with 200 mg. of PtO2 at 20° and under normal pressure. After filtration, evaporation, and purification by chromatography on silica gel, 1-(3,4,5-trimethoxybenzamidomethyl)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline is obtained; hydrochloride, m.p. 234°-236°.","CO","",""
"US039858871","C([Li])CCC.Br[C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][N:8]=1.[CH3:13][O:14][C:15]1[CH:22]=[CH:21][C:18]([CH:19]=[O:20])=[CH:17][CH:16]=1>CCOCC>[CH3:13][O:14][C:15]1[CH:22]=[CH:21][C:18]([CH:19]([C:7]2[CH:12]=[CH:11][CH:10]=[CH:9][N:8]=2)[OH:20])=[CH:17][CH:16]=1","To one mole of butyl lithium (15% in hexane) at -40° C under nitrogen is added gradually a solution of 142 g (0.9 mol) of 2-bromopyridine in 340 ml. of ether, maintaining the temperature below -40° C. After stirring for 15 minutes at this temperature, a solution of 122 g (0.9 mol) of 4-methoxybenzaldehyde in 250 ml of ether is added, with the temperature below -15° C. The reaction mixture is stirred for 40 minutes at this temperature, quenched in 1.5 l ice water. The solid is filtered and washed with cold ether to give 4-methoxyphenyl-2-pyridylcarbinol, m.p. 126°-130° C.","CCOCC","",""
"US039858872","[N:1]1[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=1[C:7]([C:9]1[CH:14]=[CH:13][C:12]([O:15][CH2:16][C:17]2[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=2)=[C:11]([NH2:23])[CH:10]=1)=[O:8].[C:24](OC(=O)C)(=[O:26])[CH3:25].[OH-].[Na+]>O>[N:1]1[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=1[C:7]([C:9]1[CH:14]=[CH:13][C:12]([O:15][CH2:16][C:17]2[CH:18]=[CH:19][CH:20]=[CH:21][CH:22]=2)=[C:11]([NH:23][C:24](=[O:26])[CH3:25])[CH:10]=1)=[O:8] |f:2.3|","A mixture of 10.0 g (32.8 mmol) of 3-amino-4-benzyloxyphenyl 2-pyridyl ketone and 40 ml of acetic anhydride is heated on a steam bath for 1 hour. The reaction is concentrated in vacuo to give a residue which is suspended in water and made basic with 10% NaOH. The aqueous phase is extracted with ether and the dried extracts are evaporated to give 3-acetamido-4-benzyloxyphenyl 2-pyridyl ketone.","O","",""
"US039858873","[N:1]1[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=1[C:7]([C:9]1[CH:14]=[CH:13][C:12]([O:15][CH2:16][C:17]2[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=2)=[C:11]([NH2:23])[CH:10]=1)=[O:8].[CH:24](OCC)=[O:25]>>[N:1]1[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=1[C:7]([C:9]1[CH:14]=[CH:13][C:12]([O:15][CH2:16][C:17]2[CH:18]=[CH:19][CH:20]=[CH:21][CH:22]=2)=[C:11]([NH:23][CH:24]=[O:25])[CH:10]=1)=[O:8]","A mixture of 10.0 g (32.8 mmol) of 3-amino-4-benzyloxyphenyl 2-pyridyl ketone and 200 ml of ethyl formate is refluxed with stirring for 24 hours. The reaction mixture is evaporated and the residue is dissolved in methylene chloride, then is washed with dilute HCl and saturated saline solution. The dried organic phase is evaporated to give 4-benzyloxy-3-formamidophenyl 2-pyridyl ketone.","O","",""
"US039858874","[CH3:1][N:2]([CH3:7])[S:3](Cl)(=[O:5])=[O:4].[N:8]1[CH:13]=[CH:12][CH:11]=[CH:10][C:9]=1[C:14]([C:16]1[CH:21]=[CH:20][C:19]([O:22][CH2:23][C:24]2[CH:29]=[CH:28][CH:27]=[CH:26][CH:25]=2)=[C:18]([NH2:30])[CH:17]=1)=[O:15]>N1C=CC=CC=1.O>[N:8]1[CH:13]=[CH:12][CH:11]=[CH:10][C:9]=1[C:14]([C:16]1[CH:21]=[CH:20][C:19]([O:22][CH2:23][C:24]2[CH:25]=[CH:26][CH:27]=[CH:28][CH:29]=2)=[C:18]([NH:30][S:3](=[O:5])(=[O:4])[N:2]([CH3:7])[CH3:1])[CH:17]=1)=[O:15]","A solution of 4.7 g (32.8 mmol) of dimethylsulfamyl chloride in 5 ml of dry pyridine is added to 5.0 g (16.4 mmol) of 3-amino-4-benzyloxyphenyl 2-pyridyl ketone in 100 ml of dry pyridine at 0°-10° C. The reaction mixture is stirred in the cold overnight and then poured in water and extracted with ether. The ether extract is washed with water and extracted with dilute aqueous KOH. This basic extract is washed with ether, acidified with hydrochloric acid and extracted with methylene chloride. The dried organic extract is evaporated in vacuo to give 4-benzyloxy-3-dimethylsulfamoylaminophenyl 2-pyridyl ketone. Hydrogenation over PcO2 according to the procedure of Example 3 gives α-(4-hydroxy-3-dimethylsulfamoylaminophenyl)-2-piperidylcarbinol.","O","",""
